free_text,label_id
"Con gái phải sáng mắt ra, với kinh nghiệm bản thân (t là ctrai) thì ông người yêu của cô này không tốt, bạn gái mình đang bị chỉ trích thì góp tiếng xin lỗi, sau đó tâm sự, khóc lóc, bán thảm gì cũng được để xoa dịu dư luận.
Đàn ông con trai, bảo vệ bạn gái không phải bằng mấy câu tỏ vẻ anh hùng mà là hành động hữu ích ông ơi.",0
"để 1tg cho nta sửa sai thử đi chứ, tao bắt đầu sợ cộng đồng mạng thiếu văn minh ghê luôn",0
"Mấy thằng ấn thì tốt nhất né không nên tiếp, trộm cắp vặt thôi rồi",2
cố lên cưng. K gì phải sợ,0
"Người băng la đét, ấn độ. Mùi rất khó tả, thôi cứ nôm na cho là mùi khắm như mắm tôm",2
Làm giáo viên mà nguu vậy. 1 thế hệ vừa nguu vừa lười ảo tưởng sức mạnh. Đòi hỏi quyền lợi khi cha mẹ ông bà chúng là đa số thuần nông. Lên tiếng mấy vấn đề chả hiểu mẹ gì. Sau cùng tư duy nguu xuất phát từ nền giáo dục của mấy thằng thầy ất mà ra,1
dúng mà không thích thì không xem thôi,0
Tao hóng cái kết,0
đã là cc gì đâu mà đánh giá được. phải về mách mẹ thôi. có điềm rồi mới huỷ chứ chở loại đàn bà này chắc chắn sao thấp luôn. huỷ cho rảnh nợ mà nó còn dãy lên,1
Ấn phải nói là thối cmnl nhưng các bác ạ tôi thấy ấn qua VN 1 thời gian ăn đồ vn đỡ thối. Chứ Ấn ở Úc thì ôi dồi ôi... Đi qua thôi là oẹ,2
Người ta chỉ nhận xét thôi chứ có làm gì bà đâu mà thở ra câu nào đều thối thế?,1
5:20 hình như cột mốc về năm. Đi làm từ thiện chưa đúng chú ạ,0
chở lên phường,0
Tối về chắc xoá hết lun quá,0
Rồi bai bai anh,0
"Thế hỏi m điểm cao để làm gì, để đỗ đh ngon à, vào đó xong bằng sau này để xó 1 chỗ, xh bây giờ cần đâu m ạ, ngta cần năng lực, kinh nghiệm. Bổ túc bọn t đứa đi du học, đứa học cao đẳng+đi làm, sau này chúng m ra trường cũng chỉ dưới trướng bọn t thôi, học giỏi mà mấy cái vấn đề xh ko tự ngộ ra, bao nhiêu bảng khoa học khoa quốc gia các kiểu ra ngoài vẫn shipper thợ sửa chữa thôi???? Hâhhahaha",1
Kiểu như khách Ấn độ thì chỉ gây gánh nặng cho quản lý thôi,2
Tuổi l đòi cancel anh t. Idol dưới háng đòi con Gucci nó đãi ngộ. Jin vừa xuất ngũ nó lại chả húp vội mời về bằng được =)) cỡ a tao đẳng cấp được brand theo đuổi chứ đéo phải tính impact = số năm hợp tác của thằng xtls + đlb đâu mấy con tung của và mị châu ạ,1
"=)) không hiểu sao chúng nó có thể tự tin với cái tư duy lệch lạc đấy được, chả có đứa con gái với đầy đủ lòng tự trọng lại đi xin ăn ngay ngày đầu tiên như thế cả. Bảo miếng ăn là miếng nhục có sai đâu mà, mất cả liêm sỉ, phẩm giá vì mấy miếng gà rán =))",1
"Nó cũng giống như con người và cách sống của tụi nó, đi tới đâu quậy đến đó, bọn cùng đinh",2
Bên grab ko chênh nhiều cùng lắm là 5-10p con shope mới ẩu đặt kem để đi làm về ăn mà nó giao trước hẳn 40p làm kem chảy hết sạch( ko trách tài đc trách con app ngu),0
bgd vào can thiệp đi ạ học phí tăng cao quá em chịu k nỗi 😭😭😭,0
"ngta thật thà thôi mà b :))), hay b chê ngta rón rén qá. kb c Hạnh mặc váy j ngta ngại ha =)), nc ng ta thế là lsu rồi, câu cuối nói ra để không khí nó vui vẻ thôi.",0
"T dẫm phải lông l m à mà giãy gớm.Con dẩm này đao à, ở cái sợi chỉ này thì toàn phông bạt,bóc phét,đi phốt ngta chứ tin tức mẹ j.Bản thân não m đơn giản tưởng ai cx như m à... ó.c l.ợ.n ạ. Đel bt bộ não đơn giản của m có nghe lọt đc cc j k hay đầu toàn cứ.t",1
Người sống để thay lòng khó sống lắm,0
Pháp luật Việt Nam nên hạ độ tuổi tránh nhiệm hình sự trước,0
"Người miền Nam bản chất đơn sơ thật thà, chúng tôi không có lươn Lẹo gian manh như người miền Bắc đâu. người miền Bắc miệng nói dạ dạ nhưng trong lòng gian dối",2
giọng ảnh đỉnh đạt,0
"Vas can thiệp „trọng tài rút thẻ đỏ mà„,",0
m không nghe mấy vụ mấy con heo nái làm lỗ xả cho một đống con trai à. nếu nó trên 300 pounds mà mặt xấu vcl thì trinh phải giữ đến đời chít mới mất,2
đề nghị cơ quan chức năng vào cuộc xác minh làm rõ vụ việc,0
tìm kiếm minh nhựt,0
"tụi nó làm gì trong phòng thì ko quan tâm, nhưng lên mạng với ra đường tìm mọi cách làm lố và nổi bật cái đó lên thì ai ko gét.",1
"Đời này không ai làm không công cả.( In this life, no one works for free )",0
"Nói tí tụi nó bu vào kêu mình thua kèo với người Thái nói tiếng Việt bây giờ:))) Nãy có đứa bảo Mấy năm mới có 1 lần chứ có phải lúc nào cũng vậy đâu đấy, tính mạng 1 người phải đi sau niềm vui của người khác, dị hợm",1
"""Nếu người giàu ăn bánh mì thì gọi là gì?""
""Vậy ăn gì mới là 'giàu'?""""Thế chắc mấy nước khác cũng 'nghèo' hết vì họ còn khen bánh mì Việt.""
""Đồ ăn mà cũng phân biệt giàu nghèo thì suy nghĩ hơi lạ đấy.""""Đồ ăn không có đẳng cấp, chỉ có cách suy nghĩ của con người là thấp hay cao thôi.""",0
"dã là hh thì nên có học thức trí tuệ, xinh dẹp chứ sang nước bạn phát ngôn vậy nta còn nói vn hh vn k có học thức ,may chưa sang nc bạn k thì nhục",0
"Quay lén là hành vi vô duyên, xâm phạm quyền riêng tư của người khác, ko có chuyện phân biệt nam nữ, so sánh ngu l, chửi thì đéo chửi, phải chọc l đàn bà mới chịu được",2
"ấn khỏi bàn.! Đặt xe 30n lúc đi 40n , dòi lên xe",0
"Tui đi ĐLat, trộm vía ko bị ai bắt chuyện. Tui ghé 2 quán cf, ko ai hỏi tui đi 1 mình hay gì. Đa phần họ ko dám làm phiền tui vì trông tui lạnh nhạt lắm.",0
ờ là m muốn thằng lít đờ chịu sự ngu lồn của lũ điên kia luôn mới vừa lòng hả con chiến đo,1
Đụng chạm chút quyền lợi là nó sủa như lũ chó dại,2
cái này là vi phạm pháp luật rồi,0
Đụ đàn ông đi cho khoẻ,1
Ko lẽ lại cho về sớm,0
Kinh tởm cái đất nước này,1
Chuẩn luôn bạn. Nhất là mấy con dẩm lấy bọn tàu khựa. Xong quay ra chê tổ quốc chê trai Việt Nam. Khoe nào là không phải nấu ăn rồi dọn nhà này nọ. Mẹ ngu đéo chịu nổi. Toàn mấy con mị châu ngu ngục.,2
Khuê ởi dậy đi CA đến tìm,0
"Mỗi nước đều có văn hoá đặc sắc tích cực cũng có tiêu cực nhưng Ấn Độ không có đặc sắc toàn tiêu cực, vô tội vạ bẩn vô phép liều lĩnh nói chung tệ nhất thế giới",2
Tốt lắm bn,0
Cứ lên thẳng đồn công an mà xin,0
"Tôi đang sống ở Canada. Giờ bên đây dân Ấn Độ di cư nhiều lắm luôn, người bên đây gọi bọn họ là bọn hôi nách. Mà bọn nó hôi thật",2
"Sẽ có ngày cả vụn bánh mì nó còn chả có mà ăn cho nó biết quý trọng, dân gì óc trái nho",1
Thôi có gì đâu mà ae cứ xồn xồn lên khán giả nói đúng mà,0
Những kẻ ngoại tình thì phải sụp đổ tất cả để trắng mắt ra,1
Trọng tai này thương vn là đúng kg the đó thì vàng,0
"giãy ít thôi cháu, dễ kéo anti cho C lắm đấy, bố mấy con dẩm tưởng thế là hay",1
Toàn chê hanoi. Nhưng lúc đéo nào cũng bám trụ ở hanoi. Về mẹ bớt quê chúng mày đi,2
"t sống đủ lâu tới ngày thấy có người mang Quan Âm Bồ Tát ra nói rằng ngài là genderfluid để làm ví dụ cho việc bình đẳng giới tính của con người.
tôn giáo",1
"Ê t nói thật , ghét ntn di chăng nữa thì cũng dừng dồn nta vào bước đường cùng . Chưa chắc gì bọn m ăn nói cũng chuẩn cả mà đi làm những điều đó",1
Cái miệng hại cái thân,0
"Kênh này hay phết, nói chuyện kiểu cute ý :))",0
"Người Miền Bắc tỏ ra ngang ngược, hành xử và làm những việc mà Miền Nam được giáo dục là không nên làm vì ảnh hưởng đến người khác tuy nhiên họ cho đó là thông minh, lanh lợi",2
Mấy con thất học bá dơ cà mau 69 à Đừng mò lên Bình Dương làm cty nha. Bị đuổi á,2
"Hồi xưa nó đã từng khổ hơn chúng ta mà, nó nghèo đến nỗi ko có gạo với dầu ăn nữa, còn bây giờ nó giàu nhưng nó ngu, chờ nó nghèo rồi ăn mừng thôi",1
Thể thao phải Văn hóa chứ  Ma lai .,1
"thông cảm đó giờ đi xe máy,nên thấy đường bây lớn nghĩ là oto cũng chui dc",0
Đuổi ra khỏi ngành y để là hiểm họa cho bệnh nhân,0
Gặp anh mà đánh kiểu đó là chiếc xe hơi của chú em không còn một cái kiến,1
"Trả lương nhân công bản địa rẻ mạt thì giờ đám chạy đc nó sang nhật hàn úc làm công thiếu lao động trong nước thì lại đi nhập bọn rẻ hơn về vd như bangladesh, hài 1 cái là quốc gia chưa giàu đã già và thanh niên mất việc trên sân nhà vì đồng lương mà tư bản đồng bào trả quá rẻ mạt phải dạt đi nc khác kiếm ăn. Còn cái văn giới trẻ chịu khổ kém chỉ là lấp liếm thôi, trâu ngựa nó còn đc thảnh thơi gặm cỏ, đời ai chả muốn đc sướng, chả bố mẹ nào khổ cực lại muốn con cái sau này y chang mình hết",0
T đang áp dụng cái này nếu t đi bất cứ chỗ nào lạ nè. Và ngoài ánh mắt biểu cảm thì t sẽ hạ tone giọng trầm nghe cho nó dứt khoát hơn bình thường khi nói chuyện với người lạ nữa.,0
Chủ tịch ngồi xe VIP xong về khách sạn massage thư giãn chứ ai đi bão như tụi mọi rợ chúng mày,1
"Thể loại này thì phải chịu rồi, cướp cạn giữa ban ngày",1
Bãi gửi xe Aeon ở Huế mà tưởng đang ở Mỹ. Tui ở ĐN đi Aeon Huế đây chưa đi Aeon ở ĐN từ lúc khai trương tới h. K hợp chỗ đông nên né ngay từ đầu,0
"Người lười thường thông minh, người ta phát minh ra dụng cụ ăn uống cho vệ sinh, ăn bốc xong rửa tay kiểu chó gì",1
"t có biết VN đá bóng đéo đâu, 10h hơn ló mặt đi ăn tô hủ tiếu vừa ra tới đầu ngõ đã thấy người ta đi bão rồi. kẹt cmn luôn đéo về đc tổ cụ, con thì bé ở nhà ko ai biết cho ăn. tìm đường mà thoát ra hỗn loạn vl! đi xe còn đéo nên thân, lạng lạng lạng lạng, hò hét đinh tai nhức óc, bực bội vãi lzzz. chưa bao h ăn tô hủ tiếu mà 2 tiếng mới về đc đến nhà dmmm",1
"Miền Bắc đã bao bọc mình nhiều như thế nào?
Nói thật thì gia đình mình ở miền trong, ở thế hệ ông bà vẫn còn tư tưởng phân biệt vùng miền lắm.
Khi mình ra Bắc sống, ông bà mình cũng k ủng hộ mấy, từ nhỏ mình đã được nghe những điều không hay, lớn lên cũng có chút e dè. Nhưng khát khao vùng vẫy, tìm kiếm nó lớn hơn những niềm tin về vùng miền kia, nên mình vẫn quyết định khăn gói 1m ra ngoài Bắc sống.",0
"Bọn này vô ý thức đến mức mang cả rượu ra mời người đang tham gia giao thông uống mà vẫn có thể hò hét, cổ vũ như chẳng có chuyện gì. Không biết trong đầu bọn nó chứa cái gì nữa.",1
"Mẹ mấy ông ấn đi qua phát biết ngay, không phải thối mà mùi kiểu méo gì ý. Rất mùi ấn",2
"Cái nhân cách đã thượng đẳng và lệch lạc thì nó có thấy sai cũng không sửa đâu, chỉ vì cơm ăn vì tiền tiêu mà nó sẽ lựa lời nhịn lại cái nết để diễn duyên lấy lòng người ta lại thôi",1
"Nhân viên thái độ, làm qua loa xong ngồi chơi dt, ko đưa đồ cho khách đàng hoàng ,ko đưa hoá đơn ncl tệ vcl ấy đừng có bán nx, nhìn cốc mixue có chán k? nghỉ bán cmld:))",1
e ngèo quá a giúp e với,0
"Không, du lịch VN trụ cột chính được định hướng nhắm tới đối tượng đầu tư bđs du lịch, mass tourism 🙂 từ 2015 tới giờ vẫn vậy. Ngách highclass thì t ko đủ VIP nên ko có trải nghiệm để share.",0
Btw các bác nào biết cái giao tiêt kiệm vs nhanh có khâc gì ko ạ? Các bác tài coa thật sự nhận thêm nếu giao đơn nhanh hay ưu tiên ko ạ?,0
Đúng là kênh lịch sử nói về âm nhạc.kaka.,0
Cám ơn Trọng Tài rất công tâm .,0
"chửi mình là con thiểu năng , ngu như chó , đéo làm được tích sự gì , son với phấn như con đĩ mà cứ bôi bôi , đéo ở được thì biến mẹ về các ổ chuột kia mà sống",1
"Tội nghiệp cho những ai đang theo dõi con này, vừa làm giàu cho nó vừa nghe nó chửi",1
Chắc k cấm visa VN đâu nhưng mà sẽ chỉ giới hạn cấp cho những tỉnh thành hay 1 số phường có trình độ học vấn và kinh tế cao. Rồi hết cả những bạn sinh ra ở phường khó khăn vượt khó lun,2
Sao lại dể nó thế nhỉ ... k cos chế tài nào sử lí bọn này,0
"Ui trời, dân Ấn độ hầu hết đều rất chặt chẽ keo kiệt",2
"tui chạy Grab mà mỗi lần dính cuốc mấy ông Ấn độ là coi như cuốc xe đó hủy bỏ, đm nó vừa keo mà vừa hôi nữa",2
Bên Vinamilk ca nào sẽ ck về tk của nv ca đó b nhé,0
Nhìn tướng đã biết là bố láo rồi,1
Liệu nó có bùng tiền ks không. Lo quad,1
"Dcu nhà mày luôn th óc chó,lần sau hãy nói”tôi bị ngu”:))",1
"Vô văn hoá tưởng mình hài hước. Cái người phải đi làm để nuôi gia đình, tạo ra giá trị cho xã hội và đóng thuế cho nhà nước lại bị chửi đời sống tinh thần nghèo hay không iu nước. Yêu nước quá thế đến lúc bị kêu đi NVQS thì đút tiền để trốn, hay điển hình là đi bão để xả rác, làm ô nhiễm môi trường, qrtd, cướp bóc",1
Bọn ấn độ sang vn bựa cũng có kém gì đâu,2
"Không phải là dân trí thấp, ngay cả dân Ấn Độ trí thức cũng hành xử rất tệ với nhau",2
"tôi nói thật thái rất giỏi, họ hơn việt nam mình rất nhiều, nếu có thể nói quá thì thái chắc vươn ra tầm châu âu rồi nhưng ở đây tôi nói người thái họ giỏi muay thai và mạnh về tài chính mua tài mua pen, kể cả bùa ngã để hãm hại anh son. 3 2 cho Việt Nam nâng cúp nào congratulations VN",0
Thương các cháu mau về nhanh và học lại từ đầu còn cần nhiều nhân tài,0
thằng 11 đẹp trai mặt hiền nhất .,0
"T bị mấy bạn idol live ib nè , làm quen các kiểu xong vài hôm bảo t vào cứu vì ế kèo hoặc là chị ơi mở bát giúp em với 🤣",0
Hiếu pc lâu rồi đọc trên voz bóc mẽ là thằng xạo lồn mà.,1
Đăng để ng khác biết cẩn thận hơn cha..bỏ qua cứ im im vậy rồi sao..k thấy lâu nay mấy cha ấn độ toàn thế à,0
"con người như lương chỉ là rác, phá hoại môi trường, lừa đảo các thứ, còn thấy chưa đủ hay sao mà chê",1
bố trẻ thế :))),0
được hấp diêm đm con mL này. Cho t fb của nó t vào chửi cái coi đuma nhà nó,1
"nó cũng giống như mõm thì ghét công an, chửi công an nhưng có chuyện thì lại gọi công an ấy =))) ý là biết mình đéo sống yên ổn mà thiếu cái đất HN được thì đừng có dựng mõm lên chửi. nó hèn nó vô ơn lắm.",2
Người Việt Nam ơi ???? what da f*ck a du doing ??? gaesekkiyaaa ssiballll cháo nị maaaaaa tỉu lị lụ mụuuuuuu,2
"Tự Long có nhiều quả đi vào lòng đất. Nhớ có chương trình gì trên VTV làm chung với Hoà Minzy. Hoà nó có con từ tám đời rồi vẫn còn hỏi Hoà về Công Phượng, điên thật sự chứ",1
Có đầy người Việt Nam ở nước ngoài còn đang thèm bánh mì và mong có thời gian về quê ăn bánh mì thế mà chị lại,0
"Tụi này người tụi nó hôi lắm, tôi chở 100 đứa cả nam và nữ có mỗi 1 đứa có xài nước hoa, còn bao nhiêu hôi không thể tả nổi, mùi cà ri chiên dầu giống như ăn mắm tôm mà không đánh răng",2
"Bắc Kỳ Nam Kỳ là cách thực dân Pháp dùng để chia rẽ dân ta, giới trẻ bây giờ lại đi phân biệt lẫn nhau thì đúng ý Pháp rồi đấy",0
KH BIẾT LÀM GÌ VÀ ĐỘNG VIÊN CON VƯỢT QUA CHUYỆN BỊ QUẤY RỐI THAY VÌ ĐẤM VÀO MẶT THK L ĐẤY Á???,1
ủa thấy nói riêng mấy bà đó mà vơ đũa cả nắm đâu? nữ quyền độc hại là tính chất chữ ko phải nói tất cả đàn bà độc hại hiểu hông,0
Thật ra Việt Nam vốn dĩ đéo có ý thức nhường đường cho xe cứu thương,1
miền bắc rất nóng tính dễ ẩu đả lẫn nhau gặp k Chào bảo khinh khỉnh Chào bảo Chào đểu nhìn đểu rất dễ ăn điếu cày,1
khéo về ổng phốt nữa. nói txe cho quá giang. ông đăng đăng bị trách giống txe kia á,0
đúng kiểu bố nào con đó,0
"TL xấu đều rồi, từ CT cho đến BHL, và tới khán giả,",0
chán,0
Kênh này ngày càng rác v à? Kh nhìn thấy những giá trị mà ctrinh mang lại khi khơi dậy văn hoá dân tộc hướng đến sự bảo tồn và phát triển của đất nước dân tộc mà lại mang một góc nhìn 'người ngoài' vào để phán xét. Nói chung là giả danh người yêu nước để câu view chứ cũng chẳng tốt đẹp gì,2
Tui cũng mới gửi cho chồng tuii hôm qua,0
"Tuân: ""Xong KPI rồi, livestream mấy hôm rồi sủi tiếp thôi""
Btw đoạn đầu anh lấy cảm hứng cực mạnh từ JVevermind :v",0
Câu cuối tưởng cho bảo hoàng lươn ai dè bất ngờ rủ chơi bên chú huấn kkkkkkk,0
Mình đang không làm được gì khi tước VM MWVN 2023 mà đang làm ảnh hưởng Mai Phương rất nhiều,0
"1 bill 276đ đúng là chuyện nhỏ, nhưng với kế toán họ đâu có phải chỉ xử lý 1 bill như vậy 1 ngày.
276đ đó tiện cho bạn. Còn ngta tăng ca xử lý mấy cái đống đó cho bạn thì ngta đáng đời ha.
Lúc đó kế toán nói gì? Nói cuộc sống khắc nghiệt với họ đến thế nào mà để họ gặp khách hàng như bạn!",0
lại viral quốc tế,0
"Đứa nào mà quen con này chắc cũng phá sản với nó,,bố con này láo thật,,dám chê ăn bánh mì là món ăn khổ cực sao,,phát ngôn liều mạng thật",1
Mày nch óc chó quá cùn vãi cả l,1
Muốn chửi thề thì dô tolét chửi cho đã lại ra mặt tiền nhà nhà người ta mà chửi bó tay,0
nhìn ntn là ktv r chứ k phải ktv tương lai nữa,1
thằng lờ ngáo,1
"""Cám ơn. Tôi đã chết ở đây"" Đây nhé, dừa lòng sốp 😩",0
"Ê bây ơi, sau đợt nghỉ lễ về quê này t hơi bị sock
Những đứa bạn cấp 3 ngày xưa nổi tiếng con ngoan trò giỏi, nhưng sau đại học nó thất nghiệp rồi lấy ck, bây giờ đi làm công nhân cùng ck ở BD.
K phải là t kỳ thị mà bị sock ý, cái đứa hc giỏi, tư duy k phải dạng vừa, nhưng vì sao chỉ vài năm mà lại thay đổi nhiều như thế thật sự t bị sock á",0
"Bro vay dễ v, tui vay khó vl",0
Con này lúc đầu còn coi càng ngày càng ngông ngong,1
"tụi gay les nó chọn cách làm lố, phóng đại, tuyên truyền cái bình thường hóa cái cách mà tụi nó quan hệ tình dục đồng tính, cách ẻo lả không cần thiết, cứ gây ảnh hưởng đến mọi người đến cộng đồng xung quanh rồi mong rằng mọi người đừng kì thị, đúng là xàmlol",2
"hlv kim mặc áo đen là may mắn thắng thái lan bảo ông kim là về sân Mỹ đình lại mặc áo đấy cho may,không phải giặt đỡ mất lộc",1
Quả này con vợ phòng thủ hớ hênh thật=)) họ có điều tra (họ nói vậy idk) nên là ông dễ bị phạt hơn người khác thật,0
Ghê tởm,1
"Cô ăn nói cũng nửa mùa bỏ mẹ,nửa nạt nửa mỡ mà cứ đòi người khác phải rõ ràng với mình,mà cho em hỏi là cô đây có cái bằng sư phạm hay nghiệp vụ sư phạm hay giảng dạy cái gì mà vỗ ngực xưng hô cô-lớp mình thế ?",1
bánh mì là modn ăn yêu thích của nước nga .và món ăn quên thuốc nhanh gọ lệ của hàng triệu người Việt vậy mà nó nói như rớt não vậy.,1
"Mỹ tao còn đánh bỏ cháy chứ đừng nói là Ấn Độ nhé, bọn Ấn này phải ăn đòn thì nó mới khôn ra được",2
trường mình nè,0
"Quan điểm cá nhân của t nhé, chúng m có tin cái chuyện người đồng hành k thể khác tam quan k??? Ví dụ như t mà làm idol lice mà cha nào user nết dưới mương là t né t kêu dừng sp liền, đây sao nhỏ Q vẫn chịu thậm trí thân với cha tobi vậy? Thì tụi m phải coi xem nếu nó thật sự tốt đẹp 100% thì sao lại chọn đồng hành thân thiết với thằng l ăn đéo dc thì đạp đổ như nó ??? Thật sự rất phiền luôn từ tết h thi thoảng lại kéo ngk vào drama của mình phiền vl 🙂",1
"người ấn độ bón phân mọi lúc mọi nơi, đúng là quốc gia yêu thiên nhiên và làm nông nghiệp tại chỗ hehe",2
Có lẽ nguồn gốc người ấn độ bắt nguồn từ loài lợn,2
T fan chú Tự Long từ Chông Gai mà đọc cái này sốc luôn :(((( thôi thì ai cũng có quá khứ...,0
Thắc mắc là dùng spaylater ko có nợ xấu mà trên Momo cũng ghi là 18tr lun hả?,0
"vụ negav với quang hùng masterD á, negav giỡn ngay chỗ nhạy cảm của qhmtd ý",0
"1 là ko phục vụ
2 là tiền trc.",0
"Khổ thật sự các bác ơi
Phải đến sáng đột kích lúc ngủ mới lấy được điện thoại lại =)) ông cháu chỉ vào được mess với cap màn hình lại thôi, em mò dc cả acc thằng tuất này fake ảnh con bé em tui quen rồi",0
"đọc như báo cáo khoa học luôn, đã thật =)))",0
lúc nào lên uống trà gọi mình với nhé các bạn,0
"Mấy con lồn nái này là loại xạo lồn sống ảo trên mạng, thực tế toàn là đĩ lồn banh lồn cho cặc đụ để có tiền đi xạo lồn. Còn mày là xàm lồn!",2
"Đi làm thì soi mói bắt bẻ, tối về nhậu thì tụm 5 tụm 7 hát hò hú hét ko khác gì mấy con khỉ. Ồn ào ảnh hưởng hàng xóm. Đừng mang bản tính rừng rú của tụi bây làm ảnh hưởng những người muốn sống đàng hoàng và cả lớp đi sau nữa.",2
"mng nhìn Thùy Tiên di , nói câu nào trọn lòng luôn câu đấy , giản dị k tự cao tự đại như ai đó , biết kiểm soát ngôn ngữ và biết ơn những ng giúp đỡ",0
"T thấy 1 điều khá đúng, Bà nào xinh thì zube, còn xấu gái thì zuto vl, bà nào vừa xinh vừa zuto là 99% pttm. Cái này chuẩn vl cãi làm sao đc ?",2
tại sao ko gọi c an .không lúc ông khách kia lại đổi trắng thay đen,0
Môt video lúc phát tiền nói 5tr nhưng chỉ có xoẹt xoẹt 6 lần 500k . Mong CQCN tìm lại xem có đúng không ????,0
"Nói trc : t kh phân biệt vùng miền
T muốn hỏi là văn hoá ăn cơm trong miền trung, cụ thể là QN,cái việc đầu buổi cơm mà chan canh vào chén ăn là không đc bth là khác người hả mọi người.
T bị bạn góp ý là kh đc ăn như vậy, chỉ khi ăn gần hết chén cơm mới đc chan canh vô chén như vậy, ai giải thích thông não giúp mình với
Chứ t miền tây ăn như vậy là bth, chi là chan vào cho dễ nuốt thôi. T kh biết nên lên đây hỏi",0
Xem tiktok này là hại não nhé mọi người!!! Phát ngôn vô nhân cách!,1
"Sau này tôi ra hà nội sống, tôi đi làm về thì thấy 2 công nhân người Thanh hóa chạy vào phòng trọ tôi xin nước uống, tôi cũng rót nước mời, xong chúng nó sang phòng trọ bên cạnh trộm điện thoại làm tôi bị liên lụy",2
"Tôi là người Nhật và sống ở Hà Nội, tôi có một câu hỏi. Tại sao người miền Bắc và miền Nam lại thù địch với nhau đến vậy? Khi tôi dùng phương ngữ miền Bắc, người miền Nam lại xúc phạm tôi. Chiến tranh kết thúc đã 50 năm rồi. Tôi nghĩ mối quan hệ giữa người dân Tokyo và Osaka còn tệ hơn nhiều.",0
Cái nào tao cho là giả thì là giả cái nào tao cho là thật thì chắc chắn là thật là chân lý. Thế này thì trên cả vua rồi.,0
Hôm nay thứ 7 . Thứ 2 :))) sẽ lên uống trà nhé,0
"Thg mấy bạn học tâm lý thường là người có bệnh tâm lý hoặc tâm lý khác người á. Tại mình tiếp xúc bn học tâm lý đa phần EQ nó cứ s s í, nên là mong mấy bạn học tốt, tư duy cởi mở hơn.",1
"thằng đàn ông thì cần nhất ở người vợ là khả năng mang lại sự bình yên và chăm sóc cho hắn - thứ mà phụ nữ trinh tiết đức hạnh làm tốt hơn bọn gái rau dưa, gái lên bar, gái tinder (vì với đám này hắn luôn phải căng óc nghĩ xem nó có đang ra ngoài đụ dạo không)",2
Tui nhớ sĩ quan cấp cao Nga cũng mang bánh mỳ về mà. Obama cũng ăn kìa. Tụi này láo quen.,1
"Biết bảng số xe máy rồi, mai mốt tao gặp là tao ném đá bể kính xe máy luôn!",1
tui trù ai làm như vậy sẽ bị làm lại y chang như vậy cho hiểu cảm giác ấy,1
"tao phải nói dân bắc kỳ rất khôn, tụi nó thà làm đỉ tạm bợ, kiếm tiền nhanh vài năm, có tiền xong về kiếm thằng ngu nào xong mở nail, spa, karoke, hoặc làm ma cô dắt gái. tụi nam kỳ nó ngu hơn, tính thẳng thắn hơn đéo dẻo mõ dẹo trai được như gái bắc kỳ",2
cái gì không biết chứ nó hôi kinh khủng khiếp,1
hỏi thiệt hôg cho tui xin căn q1 đi,0
dẩm lồn ấm ớ à con ngu cuồng thần tượng :))) ỏ nhà chắc tự kỉ đu mấy thằng k cho m được tiền k lo dc cuộc sống của m ngoài ba mẹ m :)) óc lồn thì đừng phát ngôn,1
Bỏ qua? Bỏ ưua mà đăng lên đây???,0
"tốt hơn là giao diện và thần thái như người dân ở đó là an toàn :))) t đi solo trip mà cứ dép lê quần đùi như nhà gần đó mới đi bộ lê la hàng quán kím đồ ăn vặt vậy, sơ hở có thể là bị bà má xuất hiện gọi về bất cứ lúc nào 🤣🤣🤣",0
Anh vắt đến từng tế bào,0
Hậu quả của phong trào nữ quyền lên cao ở vn là bọn khỉ chúng mày đéo có gái để địt. Khi mà con cặc của m chưa dài đến 30cm thì tốt nhất nên ngậm mõm khi nói đến con gái ngta.,1
"Hú hét, làm tắc đường, chưa kể gây rối, lạm dụng tình dục, đánh nạn nhân,... Ôi lũ mọi rợ, tao chỉ muốn chúng mày cút hết về rừng về hang mà sống, đừng làm vấy bẩn xã hội văn minh",2
t đang chờ đây,0
15 năm dẹp nhất cho E ấy,0
NÃO NÓ ĐỂ DƯỚI MÔNG,1
"những hành động và suy nghĩ của bạn này nó gọi là bản chất rồi, hết phốt này tới phốt khác cứ liên tục như vậy theo mình nghĩ khó có thể mà thay đổi được, lượng fan nhí của nó cũng không phải là ít, ít nhiều gì cũng tạo ra ảnh hưởng xấu, hy vọng cơ quan quản lý nhà nước can thiệp mạnh tay, để những hình ảnh tư tưởng xấu xí của nó không còn có thể xuất hiện để không làm ảnh hưởng đến mọi người nhất là các fan nhí",2
"vl mày thành một con đàn bà bẩn thỉu rồi, giờ mày mất mẹ giá trị rồi, tương lai làm phò thôi. Con gái bọn mày ngu vkl khi nghe mấy thằng rẻ rách bảo màng trinh không quan trọng, màng trinh để 1 thằng alpha top đầu xã hội đánh giá nhân cách của chúng mày đấy.",2
Khách nước ngoài trước khi lên xe phải thu tiền trước,0
ăn cho lắm vào rồi chê sao ngu thế,1
Bất lương thì mãi mãi không bao giờ trở lại. Nó chết danh luôn rồi,1
Óc chó vl tự làm tự chịu,1
"Chuẩn bị mấy group anti thành trang thương mại điện tử lùa gà lùa gà trá hình, toàn bị dắt mũi",1
